,X,Rk,Player,Nation,Pos,Squad,Rank,Age,Born,MP,Starts,Min,X90s,Goals,Shots,SoT,SoT.,G.Sh,G.SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp.,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp.,PasMedCmp,PasMedAtt,PasMedCmp.,PasLonCmp,PasLonAtt,PasLonCmp.,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri.,TklDriPast,Press,PresSucc,Press.,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl.Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc.,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec.,RecProg,CrdY,CrdR,X2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon.
469,2381,2381,Davinson Sanchez,COL,CB,Tottenham,A,25,1996,23,17,1631,18.1,0.11,0.72,0.17,23.1,0.15,0.67,8.1,0,0,0,53.7,60.1,89.3,1075.7,299.6,17.5,18.7,93.5,28.6,30.2,94.7,6.96,9.89,70.4,0,0.22,4.31,0.44,0.06,2.87,60.1,58.5,1.66,1.27,0.06,5.8,1.44,0.11,0,0,0,0,49.4,3.65,7.02,6.69,49,2.27,0.39,0.28,53.7,0.06,0.77,0.83,0.33,0.88,0.83,0,0,0.06,0,0,0.06,0.06,0,0,0,0,0,2.49,1.22,1.33,0.94,0.22,0.88,1.49,59.3,0.61,10.3,3.65,35.5,4.92,4.42,0.94,1.93,1.05,0,0.88,1.88,4.36,4.2,0,71.3,7.62,31.4,37.8,6.46,1.22,69.8,0.17,0.28,60,0.22,0,46.1,222.7,124.3,5.69,1.22,0,0.17,0.55,51,49.5,97.1,0.28,0.22,0,0,0.88,0.66,0.06,0.11,1.22,0,0,0,8.45,3.09,2.1,59.6
470,2382,2382,German Sanchez,ESP,CB,Granada,B,35,1986,31,24,2209,24.5,0.08,0.53,0.16,30.8,0.15,0.5,8.2,0,0,0,32,41.8,76.7,716.6,252.6,9.06,10.1,89.5,15.5,17.8,87.4,6.82,12.8,53.2,0.04,0.16,1.47,0.04,0,1.59,41.8,39.6,2.2,1.84,0,5.1,1.47,0,0,0,0,0,25.5,3.88,12.4,4.08,32,3.35,0.24,0.2,32,0.08,1.22,0.69,0.41,0.49,0.37,0.04,0,0.08,0,0,0.04,0.04,0,0,0,0,0,1.22,0.65,0.86,0.37,0,0.61,1.14,53.6,0.53,7.02,2.69,38.4,3.84,3.02,0.16,1.31,0.65,0,0.65,1.43,2.65,6.82,0,53,9.76,30.8,22.7,2.08,1.27,50.8,0,0.12,0,0,0,26,140.3,66,1.27,0.12,0,0.08,0.04,30.2,29.3,97,0.29,0.41,0.04,0.04,0.94,1.02,0.04,0,0.65,0,0,0,10.1,3.27,2.16,60.2
473,2399,2399,Samir Santos,BRA,CB,Watford,B,27,1994,19,19,1673,18.6,0,0.43,0.11,25,0,0,11.6,0,0,0,28.9,35.4,81.5,619.8,183.3,8.39,9.14,91.8,14.9,16.9,88.3,5,8.55,58.5,0,0.11,1.29,0.11,0,1.18,35.4,34.6,0.81,0.75,0.05,4.52,0.81,0,0,0,0,0,23.6,3.55,8.28,26.1,5,2.9,0.05,0,28.9,0.11,0.97,0.16,0.38,0.22,0.16,0,0,0.05,0,0,0,0,0,0,0,0,0,1.72,1.02,1.13,0.54,0.05,0.54,0.91,58.8,0.38,7.69,2.85,37.1,5.27,2.04,0.38,1.51,0.59,0.05,0.91,2.9,4.62,4.41,0.11,46,6.34,29.7,17.9,1.18,0.59,45.3,0,0.05,0,0,0.05,24.5,119,55,0.86,0.11,0.05,0.11,0.22,24.2,23.9,98.4,0.05,0.22,0,0,0.97,0.86,0,0,1.02,0,0,0,9.19,2.96,1.94,60.4
474,2415,2415,Esteban Saveljich,MNE,CB,Rayo Vallecano,B,31,1991,21,21,1700,18.9,0,0.48,0.16,33.3,0,0,7.5,0,0,0,26.2,30.8,84.9,607.9,158.9,5.56,6.19,89.7,15,16.2,92.2,5.4,7.62,70.8,0,0.11,0.85,0.21,0.11,1.32,30.8,29.7,1.11,1.01,0,3.23,0.9,0.16,0,0,0,0,23.2,2.12,5.56,3.54,23.7,2.12,0.11,0,26.2,0.11,0.63,0.26,0.48,0.37,0.32,0,0,0.05,0,0,0,0,0,0,0,0,0,1.06,0.63,0.63,0.42,0,0.37,0.63,58.3,0.26,6.93,2.59,37.4,3.49,3.33,0.11,1.48,0.63,0,0.85,1.16,2.22,4.97,0,39.9,6.24,23.7,17.7,1.01,0.58,38.9,0,0.05,0,0,0,22.1,136.6,59.1,1.11,0.05,0,0,0.21,23.8,23.1,97.3,0.05,0.21,0,0,1.32,0.05,0.16,0.16,0.63,0,0.05,0,6.46,3.12,1.69,64.8
475,2416,2416,Stefan Savic,MNE,CB,Atl?ico Madrid,B,31,1991,28,28,2440,27.1,0,0.59,0.18,31.3,0,0,7.9,0,0,0,42.4,50.8,83.3,935.8,294.4,12.5,14.2,88.1,20.8,22.7,91.7,8.56,12.9,66.5,0,0.07,2.77,0.04,0,2.95,50.8,49.1,1.73,1.51,0,5.57,2.07,0.07,0,0,0,0,35.8,4.8,10.3,3.51,41.9,3.17,0.22,0.11,42.4,0.11,1.11,1.07,0.63,0.33,0.26,0,0,0.07,0,0,0,0,0,0,0,0,0,1.59,0.52,1.07,0.44,0.07,0.77,1.37,56.8,0.59,8.19,2.58,31.5,4.35,3.21,0.63,1.4,0.48,0,0.92,1.37,2.95,3.76,0.04,59.7,6.79,31.5,30,2.66,1.03,58.2,0.3,0.3,100,0.3,0,36.7,214.1,131.1,2.92,0.63,0,0.26,0.15,39.4,38.9,98.6,0.26,0.44,0,0,1.25,0.85,0.11,0.07,0.52,0,0,0.04,9.85,3.03,2.07,59.4
477,2423,2423,Fabian Schar,SUI,CB,Newcastle Utd,B,30,1991,25,25,2158,24,0.08,0.83,0.25,30,0.1,0.33,16.9,0.13,0,0,28.3,39.7,71.2,734.9,315.6,6.83,8.21,83.2,13.3,15.4,86.7,8.04,15.7,51.3,0.08,0.25,3.17,0.58,0.04,1.83,39.7,36.3,3.42,2.96,0.08,4.21,2.63,0.25,0,0,0,0,22,3.58,14.1,4.96,31,2.13,0.46,0.08,28.3,0.25,1.21,1.54,0.5,1,0.67,0.13,0.08,0.08,0.04,0,0.17,0.13,0,0.04,0,0,0,0.83,0.46,0.58,0.17,0.08,0.46,0.67,68.8,0.21,6.29,1.96,31.1,3.42,2.17,0.71,1.54,0.79,0.08,0.75,3.13,3.96,5.04,0.08,51,8.38,28.9,22.6,3.25,1.08,47.5,0.33,0.54,61.5,0.38,0,28,171.5,100.9,2.13,0.54,0,0.17,0.25,28.1,27.2,96.9,0.13,0.17,0,0,1.38,0.54,0.13,0.25,0.46,0,0,0,8.67,2.13,1.88,53.1
478,2430,2430,Nico Schlotterbeck,GER,CB,Freiburg,A,22,1999,32,32,2785,30.9,0.13,1.2,0.58,48.6,0.11,0.22,12.2,0,0,0,45.6,55.8,81.7,1024.1,368.3,13.4,15.4,87.2,22.6,24.9,91,9.13,14.1,64.5,0.03,0.39,4.43,0.55,0.03,4.53,55.8,53.8,2.01,1.29,0,9.84,2.56,0.32,0,0,0,0,38,5.7,12.2,41.9,7.67,3.2,0.39,0.19,45.6,0.19,1.36,1.23,0.94,1.68,1.17,0,0.1,0.16,0.19,0.06,0.1,0.06,0,0,0.03,0,0,2.52,1.72,1.26,1.07,0.19,0.94,1.62,58,0.68,9.74,3.95,40.5,5.15,3.92,0.68,2.1,1.1,0.06,1,2.59,5.11,5.53,0.06,70.3,9.22,34.4,35.7,5.79,2.1,68.6,0.68,1.17,58.3,0.68,0,41.6,234.1,145.7,4.21,1.04,0,0.55,0.58,43.1,41.8,96.8,0.65,0.16,0,0,1.1,1.23,0.03,0.32,1.72,0,0,0,12.5,4.17,1.46,74.1
480,2446,2446,Alidu Seidu,CIV,CB,Clermont Foot,B,21,2000,21,16,1410,15.7,0,0.57,0.06,11.1,0,0,21.9,0,0,0,37.2,42.4,87.8,687.5,183.9,17,18.9,90.2,15.2,16.7,90.8,4.71,6.37,74,0,0.38,1.21,0,0,1.34,42.4,41.3,1.08,0.38,0,5.35,0.45,0.13,0,0,0,0,34,3.06,5.29,7.13,30.8,2.48,0.7,0.06,37.2,0.06,0.45,1.21,0.19,0.83,0.57,0,0.13,0,0.06,0.06,0,0,0,0,0,0,0,2.17,1.59,1.72,0.38,0.06,0.83,1.66,50,0.83,11.1,3.44,30.9,6.43,3.44,1.27,2.23,0.83,0,1.4,3.69,5.86,2.48,0,54.3,5.86,29.7,24.5,3.76,0.45,53.4,0.45,0.96,46.7,0.57,0.06,35.4,189.2,87.5,1.78,0.57,0.13,0.45,0.89,33.1,31.1,94,0.64,0.45,0.13,0.06,1.27,1.91,0.06,0.13,1.59,0,0,0,10.5,1.53,0.89,63.2
485,2490,2490,Thiago Silva,BRA,CB,Chelsea,B,37,1984,32,28,2650,29.4,0.1,0.61,0.17,27.8,0.17,0.6,10.7,0,0,0,79.8,85.9,92.9,1703.1,596.9,23.7,24.5,96.7,41.9,43.5,96.3,13.5,16.6,81.4,0,0.24,6.53,0.54,0,4.56,85.9,84,1.84,1.63,0.1,6.84,1.56,0.03,0,0,0,0,69.1,6.29,10.4,7.59,73.6,3.1,0.1,0.14,79.8,0.17,0.48,0.99,0.41,0.88,0.71,0,0,0.1,0.03,0.03,0.03,0,0,0,0,0.03,0,1.22,0.78,0.61,0.51,0.1,0.37,0.85,44,0.48,5.88,1.94,32.9,3.44,2.24,0.2,2.21,1.05,0.1,1.16,2.21,3.44,3.88,0,95.7,13.3,45.3,54.7,2.76,0.82,93.9,0.14,0.2,66.7,0.17,0.03,66.1,385.6,235.7,6.97,0.82,0.03,0.2,0.1,73.4,72.1,98.3,0.14,0.07,0,0,0.44,0.51,0.03,0.03,0.78,0.03,0,0,10.4,2.31,1.09,68
486,2492,2492,Mohamed Simakan,FRA,CB,RB Leipzig,A,22,2000,28,23,2009,22.3,0.04,0.54,0.13,25,0.08,0.33,11.4,0,0,0,54.1,61.5,88,1031.2,328.4,20.4,22.3,91.5,26.8,28.4,94.2,6.41,9.82,65.3,0,0.22,3.68,0.31,0.09,2.91,61.5,59.8,1.7,1.48,0,7.35,0.72,0.18,0,0,0,0,48.9,4.93,7.67,5.52,51.1,2.47,0.09,0.63,54.1,0.22,0.94,1.17,0.45,0.67,0.58,0,0,0.04,0.04,0,0.09,0.04,0,0,0,0.04,0,2.02,1.08,1.21,0.63,0.18,0.72,1.39,51.6,0.67,11.3,4.3,38.1,6.14,4.17,0.99,1.26,0.54,0,0.72,2.33,4.35,3.18,0.04,72.2,7.76,34.3,37.1,5.11,1.17,70.9,0.67,0.9,75,0.72,0.04,49.8,255.4,119.7,3.23,1.03,0.04,0.67,0.58,49.5,48.9,98.8,0.22,0.22,0,0,1.17,1.66,0,0.18,1.08,0,0,0,11.2,2.96,1.03,74.2
488,2513,2513,Leo Skiri Ostigard,NOR,CB,Genoa,B,22,1999,15,13,1172,13,0,0.54,0.08,14.3,0,0,18.3,0,0,0,30.8,41.8,73.5,666.5,271.3,10.7,12.5,85.8,13.8,17.9,77.3,6.15,10.9,56.3,0,0.15,2.69,0,0,2.77,41.8,40.8,1.08,0.92,0,6.62,1.15,0.38,0,0,0,0,21.8,4.31,15.7,6.62,25.7,6.15,0.15,0,30.8,0.15,1.08,0.69,0.38,0.85,0.77,0,0,0.08,0,0,0,0,0,0,0,0,0,1.23,0.85,0.62,0.54,0.08,0.62,0.77,80,0.15,6.54,2.23,34.1,3.85,2.23,0.46,2.23,1,0,1.23,1.54,2.77,4,0.08,50.8,7.46,26.1,24.8,2.38,1.15,49.8,0.15,0.15,100,0.15,0,24.8,152.8,73,1.85,0.38,0.08,0.15,0.08,26.4,25.4,96.2,0.23,0.31,0.15,0.08,1.08,0.46,0.23,0.38,0.85,0,0,0,14.1,5.31,1.62,76.7
489,2517,2517,Milan Skriniar,SVK,CB,Inter,A,27,1995,35,35,3150,35,0.09,0.74,0.23,30.8,0.12,0.38,10.4,0,0,0,56.8,60.9,93.3,1127.8,295.7,20.8,22.1,94.4,27.8,29.2,95.2,7.71,8.86,87.1,0,0.26,2.4,0.34,0.06,2.23,60.9,58.5,2.4,1.46,0.03,4.86,1.71,0.06,0,0,0,0,51.2,4.71,4.91,7.46,48.5,2.77,0.83,0.29,56.8,0.03,0.37,0.8,0.29,0.89,0.66,0,0.03,0.14,0.06,0,0.03,0.03,0,0,0,0,0,1.17,0.71,0.57,0.54,0.06,0.51,0.94,54.5,0.43,6.89,2.54,36.9,3.34,2.66,0.89,1.66,0.8,0,0.86,1.09,2.26,2.77,0,69,9.26,34.9,31.7,6.51,1.06,66.7,0.31,0.37,84.6,0.31,0.03,47.5,238.6,102.3,3.06,0.83,0,0.31,0.2,52.7,51.7,98.2,0.71,0.09,0,0,1.31,0.71,0.06,0.06,0.71,0,0.03,0,7.51,1.91,1.34,58.8
490,2520,2520,Chris Smalling,ENG,CB,Roma,B,32,1989,27,23,2091,23.2,0.13,0.47,0.13,27.3,0.27,1,7.2,0,0,0,40,44.7,89.3,913.9,217.8,7.37,8.41,87.7,25.3,26.9,94.1,7.11,8.84,80.5,0,0.04,1.34,0,0,1.29,44.7,43.3,1.47,1.25,0,3.45,0.65,0.04,0,0,0,0,35,3.79,5.99,4.14,35.1,3.36,0.22,0.04,40,0.09,0.34,0.34,0.3,0.34,0.22,0.04,0,0.09,0,0,0.04,0.04,0,0,0,0,0,1.59,0.95,1.25,0.34,0,0.56,1.08,52,0.52,7.93,3.41,42.9,5.3,2.41,0.22,1.94,1.12,0,0.82,1.55,3.15,3.92,0.04,54.3,7.84,32.1,23.3,1.51,0.91,53,0.09,0.13,66.7,0.09,0.04,32.4,151.6,62.8,0.78,0.17,0,0,0.09,34.1,33.5,98.4,0.26,0,0,0,0.39,0.73,0,0.04,0.95,0,0,0.04,8.97,2.59,0.78,76.9
495,2543,2543,Adama Soumaoro,FRA,CB,Bologna,B,29,1992,28,26,2266,25.2,0,0.28,0.04,14.3,0,0,7.8,0,0,0,37.6,41.9,89.9,700.5,227.9,14.3,15.6,91.4,18.5,20,92.3,4.21,5,84.1,0,0.04,1.83,0.12,0.04,2.22,41.9,39.8,2.1,1.67,0,4.6,0.48,0.12,0,0,0,0,33.3,3.45,5.08,2.62,34.4,2.86,0.44,0.24,37.6,0.04,0.36,0.48,0.6,0.48,0.44,0,0,0.04,0,0,0.04,0.04,0,0,0,0,0,0.67,0.48,0.4,0.2,0.08,0.12,0.28,42.9,0.16,6.55,2.42,37,3.41,2.66,0.48,1.39,0.71,0,0.67,1.75,2.42,3.57,0,49.8,6.67,23.7,25.2,3.45,0.71,47.9,0.24,0.32,75,0.24,0,30,147.8,74.3,1.98,0.56,0.08,0.24,0.16,32,30.5,95.3,0.16,0.24,0.08,0,0.99,0.52,0.04,0.12,0.48,0,0.04,0.04,8.37,2.42,0.63,79.2
497,2548,2548,Caglar Soyuncu,TUR,CB,Leicester City,A,26,1996,28,28,2497,27.7,0.04,0.29,0.04,12.5,0.13,1,12,0,0,0,56.7,65.8,86.2,1156.5,354.3,17.3,18.6,92.8,31.6,33.6,94.2,7.22,12.5,58,0,0.11,2.53,0.11,0.07,1.91,65.8,64,1.73,1.48,0,7.04,1.81,0.18,0,0,0,0,50.3,4.55,10.9,14.5,45.9,2.85,0.14,0.29,56.7,0.18,1.05,1.05,0.54,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.88,1.08,1.16,0.61,0.11,0.9,1.48,61,0.58,9.35,3.36,35.9,5.2,3.83,0.32,2.02,1.05,0,0.97,1.81,3.68,5.02,0.04,77.1,11.1,43.5,35.9,2.09,0.54,75.4,0.22,0.32,66.7,0.22,0,49.1,247.4,114.3,2.06,0.43,0,0.29,0.11,53.2,52.5,98.5,0.07,0.18,0,0,1.16,0.54,0.04,0.18,1.08,0,0.07,0,10.8,3.57,1.91,65.1
499,2573,2573,John Stones,ENG,CB,Manchester City,A,28,1994,14,12,1119,12.4,0.08,0.73,0.4,55.6,0.11,0.2,12.8,0,0,0,73,78.7,92.7,1506.9,367.9,25.3,27.3,92.6,35.4,36.5,96.9,11.8,13.9,84.9,0,0.24,6.05,0.16,0,3.47,78.7,75.8,2.9,1.13,0,10.2,2.34,0.08,0,0,0,0,65,4.6,9.11,10.9,61.5,2.02,1.77,0.24,73,0.16,0.4,0.73,0.48,1.13,0.97,0.08,0,0.08,0,0,0.08,0,0,0,0.08,0,0,0.4,0.32,0.24,0.16,0,0.16,0.32,50,0.16,4.68,1.77,37.9,1.85,2.34,0.48,0.73,0.24,0,0.48,1.37,1.77,3.31,0.08,85.6,8.15,30.5,54.3,7.66,0.81,82.7,0.48,0.56,85.7,0.48,0.08,62.5,388.9,220.1,8.39,1.94,0,0.4,0.16,69.4,68.1,98,0.24,0,0,0,0.24,0.73,0,0.08,0.32,0,0,0,6.94,4.35,0.89,83.1
500,2579,2579,Pascal Struijk,NED,CB,Leeds United,B,22,1999,29,22,2055,22.8,0.04,0.48,0.13,27.3,0.09,0.33,7.8,0,0,0,46.4,53.2,87.3,972.4,269.3,14.3,15.6,91.3,24.7,26.5,93.2,7.11,9.96,71.4,0,0.26,2.63,0.09,0,3.16,53.2,51,2.19,1.27,0,6.27,1.4,0,0,0,0,0,40.6,5.61,7.02,39.7,8.86,2.37,0.92,0.13,46.4,0.13,0.83,1.32,0.75,0.83,0.57,0,0,0.09,0.04,0.13,0.09,0,0,0,0.04,0,0.04,2.98,1.54,1.84,0.96,0.18,1.23,2.19,56,0.96,17,6.14,36.2,8.86,6.93,1.18,2.5,1.18,0,1.32,2.76,5.75,3.6,0.13,65.9,9.08,37.3,27.9,4.17,0.66,63.7,0.18,0.26,66.7,0.18,0,37.5,195.7,101.3,1.49,0.18,0,0.22,0.48,41.8,40,95.6,0.48,0.26,0.04,0,1.27,0.44,0.04,0,1.54,0,0,0,10.1,2.06,1.58,56.6
502,2588,2588,Niklas Sule,GER,CB,Bayern Munich,A,26,1995,28,19,1837,20.4,0.05,0.78,0.29,37.5,0.06,0.17,17.6,0,0,0,77.1,85,90.6,1616.9,560,24,25.4,94.4,39.3,42,93.6,12.8,15.7,81.9,0.1,0.39,5.98,0.44,0.05,6.23,85,82.2,2.84,1.52,0.05,10.5,2.7,0.34,0.05,0,0,0,66.4,7.7,11,13.9,64,3.87,1.23,0.25,77.1,0.2,0.93,1.52,0.78,1.23,0.93,0.05,0.1,0.15,0,0,0.25,0.2,0,0,0.05,0,0,1.76,1.08,1.13,0.64,0,0.88,1.13,78.3,0.25,7.45,2.89,38.8,4.02,3.04,0.39,1.18,0.64,0,0.54,1.76,3.53,3.04,0.05,93.6,10.8,42,52.8,6.62,1.13,90.8,0.34,0.49,70,0.34,0,62.5,369.4,205,5.1,1.32,0.1,0.34,0.34,70.4,69.5,98.7,0.54,0.1,0,0,0.54,0.1,0.05,0.34,1.08,0,0,0,12.2,2.7,0.98,73.3
503,2595,2595,Michael Svoboda,AUT,CB,Venezia,B,23,1998,18,13,1236,13.7,0,0.58,0,0,0,0,6.1,0,0,0,37.7,44.7,84.2,853.9,316,10.6,11.5,92.4,18.9,20.7,91.5,7.96,11.5,69.4,0,0.07,2.26,0.15,0.07,2.99,44.7,43,1.75,1.53,0,6.79,1.68,0.07,0,0,0,0,30.8,3.8,10.1,6.35,35,1.46,0.15,0.22,37.7,0,0.73,0.66,0.88,0.29,0.29,0,0,0,0,0,0.07,0.07,0,0,0,0,0,2.41,1.61,1.9,0.51,0,0.8,1.82,44,1.02,13.6,4.38,32.3,9.2,3.8,0.58,2.04,1.09,0.22,0.95,1.75,4.16,4.74,0.15,56.1,11.2,33.9,23.9,2.34,0.88,54.5,0.15,0.22,66.7,0.15,0,31.8,196.7,124.8,3.07,0.51,0,0.22,0.44,33.8,32.8,97,0.07,0.15,0.07,0,0.73,0.29,0,0.07,1.61,0,0.07,0,9.2,2.85,2.7,51.3
504,2605,2605,Jonathan Tah,GER,CB,Leverkusen,A,26,1996,33,33,2878,32,0.06,0.47,0.09,20,0.13,0.67,10.5,0,0,0,52.9,58.9,89.9,1143.6,330.2,13.3,14.3,92.4,30.5,32.5,93.8,8.81,11.3,78.1,0.06,0.25,2.63,0.13,0.03,3.03,58.9,56.8,2.03,1.41,0.13,6.56,1.25,0.09,0,0,0,0,48,4.19,6.69,9.31,45.3,2.25,0.13,0.13,52.9,0.03,0.56,1.09,0.41,0.63,0.53,0,0,0.06,0,0.03,0.06,0.03,0,0,0.03,0,0,1.03,0.56,0.81,0.22,0,0.44,0.84,51.9,0.41,7.5,3.13,41.7,4.78,2.47,0.25,1.34,0.66,0,0.69,2.09,3.13,5.22,0.06,70.1,9.56,39.5,34,2.06,0.91,68.1,0.47,0.56,83.3,0.47,0,45,264,134.9,2.47,0.34,0,0.41,0.56,47.7,46.9,98.5,0.09,0.13,0,0,0.63,0.31,0.03,0.09,0.56,0,0,0,9.94,3.41,1.28,72.7
505,2611,2611,Edmond Tapsoba,BFA,CB,Leverkusen,A,23,1999,22,19,1814,20.2,0.05,0.35,0.05,14.3,0.14,1,9.1,0,0,0,62.4,70.5,88.5,1395.2,423.3,14,15.2,92.2,34.8,36.7,94.7,12.5,16.7,74.8,0,0.05,3.61,0.05,0,2.82,70.5,67.4,3.17,1.39,0,6.98,2.13,0.1,0,0,0,0,58.3,4.7,7.57,9.6,57.9,1.68,0.1,0.05,62.4,0.15,0.69,1.34,0.89,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.68,1.04,1.14,0.45,0.1,0.84,1.39,60.7,0.54,9.9,4.01,40.5,6.58,3.02,0.3,1.73,0.79,0,0.94,2.72,4.41,3.71,0.05,80.8,11.8,46.6,39.1,2.18,0.89,77.7,0.4,0.45,88.9,0.4,0,55.5,377.3,200.6,3.86,0.25,0,0.25,0.45,56.4,56.2,99.6,0.4,0.05,0,0,1.09,0.35,0.05,0.1,1.04,0,0.05,0,9.8,2.28,1.39,62.2
507,2616,2616,James Tarkowski,ENG,CB,Burnley,A,29,1992,35,35,3106,34.5,0.03,0.67,0.17,26.1,0.04,0.17,10.6,0,0,0,23.2,32.5,71.6,586.4,231,5.71,7.48,76.4,10.6,13.7,77.5,6.7,10.8,62.3,0.06,0.26,2.38,0.38,0,2.67,32.5,31.9,0.58,0.46,0.03,5.59,1.97,0.06,0,0,0,0,14.6,4.26,13.6,3.8,20.5,4.87,0.12,0.09,23.2,0.12,1.22,0.81,0.29,0.67,0.58,0,0,0.06,0,0.03,0.06,0.06,0,0,0,0,0,2.06,1.22,1.51,0.52,0.03,0.93,1.65,56.1,0.72,7.57,2.72,36,5.1,2.12,0.35,2.67,1.83,0.09,0.84,2.09,4.14,6.26,0.14,46,8.93,24.4,19.9,3.3,1.94,45.5,0.2,0.26,77.8,0.2,0,17.4,84.3,38.2,0.67,0.17,0,0.38,0.12,21.6,20,92.9,0.35,0.32,0,0,0.99,0.64,0.06,0.06,1.22,0,0,0.03,10.9,4.96,2.26,68.7
512,2640,2640,Arthur Theate,BEL,CB,Bologna,B,22,2000,31,28,2424,26.9,0.07,0.78,0.22,28.6,0.1,0.33,16.6,0,0,0,46,54.9,83.8,927,323,16.6,18.4,90.1,22.3,24.8,89.7,6.84,10.5,65,0.04,0.22,4.09,0.3,0.07,3.23,54.9,52.5,2.38,1.49,0.04,5.84,0.93,0.41,0,0,0,0,42.2,3.83,8.88,42.6,8.51,2.27,0.86,0,46,0.04,1.08,1,1.04,0.71,0.67,0,0.04,0,0,0,0.07,0.07,0,0,0,0,0,1.52,0.93,1.12,0.26,0.15,0.63,1.38,45.9,0.74,12.2,3.75,30.9,6.47,4.24,1.45,1.67,0.63,0.04,1.04,2.64,4.16,2.53,0,64,6.51,30.3,33.2,5.24,0.82,61.6,0.56,0.97,57.7,0.63,0,43.2,239.9,130.9,3.87,0.86,0,0.56,0.26,44.7,43.5,97.4,0.45,0.22,0,0,1.12,0.41,0.04,0.41,0.93,0,0.04,0,8.51,1.45,1.71,45.9
514,2645,2645,Romain Thomas,FRA,CB,Angers,B,33,1988,30,29,2563,28.5,0.07,0.46,0.14,30.8,0.15,0.5,7.3,0,0,0,52,59.1,88,1196.8,414.3,12.3,13.1,94.1,27.6,29.7,93.1,11.7,15.5,75.5,0,0.07,2.63,0,0,2.84,59.1,56.7,2.42,2.14,0,4.74,2.95,0,0,0,0,0,45.9,4.14,9.12,48.9,5.86,2.67,0.25,0.07,52,0.04,0.95,0.74,0.42,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.33,1.4,0.7,0,0.98,1.96,50,0.98,11.1,4.04,36.5,7.02,3.58,0.46,1.65,0.81,0,0.84,1.65,3.75,4.81,0.04,69.4,10.1,37.7,33.6,1.82,0.95,67.1,0.11,0.11,100,0.11,0,44.1,202,99.3,1.44,0.07,0,0.11,0.14,48.1,47.2,98,0.11,0.32,0,0,1.4,0.67,0,0,1.33,0,0,0,8.21,2.63,1.37,65.8
516,2661,2661,Jean-Clair Todibo,FRA,CB,Nice,A,22,1999,36,35,3115,34.6,0.03,0.58,0.17,30,0.05,0.17,9.1,0,0,0,60.8,69.2,87.8,1313.2,400,15.8,17.2,91.4,35.5,37.4,95,9.34,13.8,67.4,0,0.4,4.88,0.26,0.03,3.73,69.2,67.2,2.08,1.88,0.09,6.3,1.39,0.12,0,0,0,0,55.7,3.79,9.77,4.28,60.7,2.77,0.2,0.23,60.8,0.17,1.18,1.18,0.64,0.87,0.72,0.03,0,0.12,0,0,0.12,0.06,0,0,0.06,0,0,2.23,1.36,1.56,0.61,0.06,1.07,1.94,55.2,0.87,11,4.36,39.7,6.39,4.16,0.43,1.59,0.64,0,0.95,2.28,4.51,3.87,0,79.6,8.24,35.8,45.9,2.6,0.87,77.6,0.26,0.43,60,0.29,0,56.6,327.5,164.8,5.06,0.58,0,0.23,0.23,57.5,57,99,0.23,0.17,0,0,0.75,0.29,0,0.12,1.36,0,0.03,0,9.42,2.14,1.56,57.8
